"Notes"	"Census Region"	"Census Region Code"	"Cause of death"	"Cause of death Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Census Region 1: Northeast"	"CENS-R1"	"HIV disease resulting in other malignant neoplasms"	"B21.8"	"2016"	"2016"	45	56209510	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"HIV disease resulting in other malignant neoplasms"	"B21.8"	"2017"	"2017"	29	56470581	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"HIV disease resulting in other malignant neoplasms"	"B21.8"	"2018"	"2018"	41	56111079	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"HIV disease resulting in unspecified malignant neoplasm"	"B21.9"	"2014"	"2014"	12	56152333	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"HIV disease resulting in unspecified malignant neoplasm"	"B21.9"	"2016"	"2016"	15	56209510	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"HIV disease resulting in unspecified malignant neoplasm"	"B21.9"	"2018"	"2018"	13	56111079	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"HIV disease resulting in encephalopathy"	"B22.0"	"2014"	"2014"	12	56152333	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"HIV disease resulting in encephalopathy"	"B22.0"	"2015"	"2015"	19	56283891	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"HIV disease resulting in encephalopathy"	"B22.0"	"2016"	"2016"	20	56209510	0.0
	"Census Region 1: Northeast"	"CENS-R1"	"HIV disease resulting in encephalopathy"	"B22.0"	"2017"	"2017"	17	56470581	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"HIV disease resulting in encephalopathy"	"B22.0"	"2018"	"2018"	18	56111079	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"HIV disease resulting in wasting syndrome"	"B22.2"	"2014"	"2014"	16	56152333	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"HIV disease resulting in wasting syndrome"	"B22.2"	"2015"	"2015"	16	56283891	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"HIV disease resulting in wasting syndrome"	"B22.2"	"2016"	"2016"	11	56209510	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"HIV disease resulting in multiple diseases classified elsewhere"	"B22.7"	"2014"	"2014"	122	56152333	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"HIV disease resulting in multiple diseases classified elsewhere"	"B22.7"	"2015"	"2015"	122	56283891	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"HIV disease resulting in multiple diseases classified elsewhere"	"B22.7"	"2016"	"2016"	131	56209510	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"HIV disease resulting in multiple diseases classified elsewhere"	"B22.7"	"2017"	"2017"	123	56470581	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"HIV disease resulting in multiple diseases classified elsewhere"	"B22.7"	"2018"	"2018"	90	56111079	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"HIV disease resulting in haematological and immunological abnormalities, not elsewhere classified"	"B23.2"	"2014"	"2014"	24	56152333	0.0
	"Census Region 1: Northeast"	"CENS-R1"	"HIV disease resulting in haematological and immunological abnormalities, not elsewhere classified"	"B23.2"	"2015"	"2015"	23	56283891	0.0
	"Census Region 1: Northeast"	"CENS-R1"	"HIV disease resulting in haematological and immunological abnormalities, not elsewhere classified"	"B23.2"	"2016"	"2016"	13	56209510	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"HIV disease resulting in haematological and immunological abnormalities, not elsewhere classified"	"B23.2"	"2017"	"2017"	26	56470581	0.0
	"Census Region 1: Northeast"	"CENS-R1"	"HIV disease resulting in haematological and immunological abnormalities, not elsewhere classified"	"B23.2"	"2018"	"2018"	16	56111079	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"HIV disease resulting in other specified conditions"	"B23.8"	"2014"	"2014"	222	56152333	0.4
	"Census Region 1: Northeast"	"CENS-R1"	"HIV disease resulting in other specified conditions"	"B23.8"	"2015"	"2015"	241	56283891	0.4
	"Census Region 1: Northeast"	"CENS-R1"	"HIV disease resulting in other specified conditions"	"B23.8"	"2016"	"2016"	199	56209510	0.4
	"Census Region 1: Northeast"	"CENS-R1"	"HIV disease resulting in other specified conditions"	"B23.8"	"2017"	"2017"	205	56470581	0.4
	"Census Region 1: Northeast"	"CENS-R1"	"HIV disease resulting in other specified conditions"	"B23.8"	"2018"	"2018"	205	56111079	0.4
	"Census Region 1: Northeast"	"CENS-R1"	"Unspecified human immunodeficiency virus [HIV] disease"	"B24"	"2014"	"2014"	239	56152333	0.4
	"Census Region 1: Northeast"	"CENS-R1"	"Unspecified human immunodeficiency virus [HIV] disease"	"B24"	"2015"	"2015"	199	56283891	0.4
	"Census Region 1: Northeast"	"CENS-R1"	"Unspecified human immunodeficiency virus [HIV] disease"	"B24"	"2016"	"2016"	186	56209510	0.3
	"Census Region 1: Northeast"	"CENS-R1"	"Unspecified human immunodeficiency virus [HIV] disease"	"B24"	"2017"	"2017"	167	56470581	0.3
	"Census Region 1: Northeast"	"CENS-R1"	"Unspecified human immunodeficiency virus [HIV] disease"	"B24"	"2018"	"2018"	121	56111079	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"Cytomegaloviral disease, unspecified"	"B25.9"	"2016"	"2016"	10	56209510	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Viral carditis"	"B33.2"	"2014"	"2014"	11	56152333	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Adenovirus infection, unspecified"	"B34.0"	"2018"	"2018"	13	56111079	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Coronavirus infection, unspecified"	"B34.2"	"2017"	"2017"	12	56470581	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Coronavirus infection, unspecified"	"B34.2"	"2018"	"2018"	15	56111079	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Other viral infections of unspecified site"	"B34.8"	"2014"	"2014"	38	56152333	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Other viral infections of unspecified site"	"B34.8"	"2015"	"2015"	81	56283891	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Other viral infections of unspecified site"	"B34.8"	"2016"	"2016"	71	56209510	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Other viral infections of unspecified site"	"B34.8"	"2017"	"2017"	134	56470581	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"Other viral infections of unspecified site"	"B34.8"	"2018"	"2018"	240	56111079	0.4
	"Census Region 1: Northeast"	"CENS-R1"	"Viral infection, unspecified"	"B34.9"	"2014"	"2014"	34	56152333	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Viral infection, unspecified"	"B34.9"	"2015"	"2015"	36	56283891	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Viral infection, unspecified"	"B34.9"	"2016"	"2016"	32	56209510	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Viral infection, unspecified"	"B34.9"	"2017"	"2017"	53	56470581	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Viral infection, unspecified"	"B34.9"	"2018"	"2018"	64	56111079	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Candidal septicaemia"	"B37.7"	"2014"	"2014"	12	56152333	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Candidal septicaemia"	"B37.7"	"2015"	"2015"	31	56283891	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Candidal septicaemia"	"B37.7"	"2016"	"2016"	25	56209510	0.0
	"Census Region 1: Northeast"	"CENS-R1"	"Candidal septicaemia"	"B37.7"	"2017"	"2017"	16	56470581	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Candidal septicaemia"	"B37.7"	"2018"	"2018"	26	56111079	0.0
	"Census Region 1: Northeast"	"CENS-R1"	"Other pulmonary aspergillosis"	"B44.1"	"2014"	"2014"	17	56152333	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Other pulmonary aspergillosis"	"B44.1"	"2015"	"2015"	13	56283891	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Other pulmonary aspergillosis"	"B44.1"	"2016"	"2016"	21	56209510	0.0
	"Census Region 1: Northeast"	"CENS-R1"	"Other pulmonary aspergillosis"	"B44.1"	"2017"	"2017"	20	56470581	0.0
	"Census Region 1: Northeast"	"CENS-R1"	"Other pulmonary aspergillosis"	"B44.1"	"2018"	"2018"	14	56111079	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Aspergillosis, unspecified"	"B44.9"	"2015"	"2015"	11	56283891	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Aspergillosis, unspecified"	"B44.9"	"2017"	"2017"	12	56470581	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Aspergillosis, unspecified"	"B44.9"	"2018"	"2018"	13	56111079	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Cerebral cryptococcosis"	"B45.1"	"2014"	"2014"	12	56152333	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Cerebral cryptococcosis"	"B45.1"	"2016"	"2016"	11	56209510	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Unspecified mycosis"	"B49"	"2014"	"2014"	75	56152333	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Unspecified mycosis"	"B49"	"2015"	"2015"	62	56283891	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Unspecified mycosis"	"B49"	"2016"	"2016"	69	56209510	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Unspecified mycosis"	"B49"	"2017"	"2017"	50	56470581	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Unspecified mycosis"	"B49"	"2018"	"2018"	71	56111079	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Pneumocystosis"	"B59"	"2014"	"2014"	34	56152333	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Pneumocystosis"	"B59"	"2015"	"2015"	22	56283891	0.0
	"Census Region 1: Northeast"	"CENS-R1"	"Pneumocystosis"	"B59"	"2016"	"2016"	21	56209510	0.0
	"Census Region 1: Northeast"	"CENS-R1"	"Pneumocystosis"	"B59"	"2017"	"2017"	33	56470581	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Pneumocystosis"	"B59"	"2018"	"2018"	30	56111079	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Babesiosis"	"B60.0"	"2017"	"2017"	15	56470581	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Sequelae of poliomyelitis"	"B91"	"2014"	"2014"	27	56152333	0.0
	"Census Region 1: Northeast"	"CENS-R1"	"Sequelae of poliomyelitis"	"B91"	"2015"	"2015"	21	56283891	0.0
	"Census Region 1: Northeast"	"CENS-R1"	"Sequelae of poliomyelitis"	"B91"	"2016"	"2016"	20	56209510	0.0
	"Census Region 1: Northeast"	"CENS-R1"	"Sequelae of poliomyelitis"	"B91"	"2017"	"2017"	14	56470581	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Sequelae of poliomyelitis"	"B91"	"2018"	"2018"	14	56111079	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Sequelae of other specified infectious and parasitic diseases"	"B94.8"	"2014"	"2014"	127	56152333	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"Sequelae of other specified infectious and parasitic diseases"	"B94.8"	"2015"	"2015"	112	56283891	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"Sequelae of other specified infectious and parasitic diseases"	"B94.8"	"2016"	"2016"	123	56209510	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"Sequelae of other specified infectious and parasitic diseases"	"B94.8"	"2017"	"2017"	87	56470581	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"Sequelae of other specified infectious and parasitic diseases"	"B94.8"	"2018"	"2018"	101	56111079	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious diseases"	"B99"	"2014"	"2014"	73	56152333	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious diseases"	"B99"	"2015"	"2015"	64	56283891	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious diseases"	"B99"	"2016"	"2016"	73	56209510	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious diseases"	"B99"	"2017"	"2017"	100	56470581	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious diseases"	"B99"	"2018"	"2018"	119	56111079	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"Lip, unspecified - Malignant neoplasms"	"C00.9"	"2015"	"2015"	11	56283891	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Lip, unspecified - Malignant neoplasms"	"C00.9"	"2018"	"2018"	11	56111079	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Malignant neoplasm of base of tongue"	"C01"	"2014"	"2014"	16	56152333	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Malignant neoplasm of base of tongue"	"C01"	"2015"	"2015"	20	56283891	0.0
	"Census Region 1: Northeast"	"CENS-R1"	"Malignant neoplasm of base of tongue"	"C01"	"2016"	"2016"	22	56209510	0.0
	"Census Region 1: Northeast"	"CENS-R1"	"Malignant neoplasm of base of tongue"	"C01"	"2017"	"2017"	26	56470581	0.0
	"Census Region 1: Northeast"	"CENS-R1"	"Malignant neoplasm of base of tongue"	"C01"	"2018"	"2018"	19	56111079	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	"2014"	"2014"	343	56152333	0.6
	"Census Region 1: Northeast"	"CENS-R1"	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	"2015"	"2015"	362	56283891	0.6
	"Census Region 1: Northeast"	"CENS-R1"	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	"2016"	"2016"	391	56209510	0.7
	"Census Region 1: Northeast"	"CENS-R1"	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	"2017"	"2017"	400	56470581	0.7
	"Census Region 1: Northeast"	"CENS-R1"	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	"2018"	"2018"	402	56111079	0.7
	"Census Region 1: Northeast"	"CENS-R1"	"Floor of mouth, unspecified - Malignant neoplasms"	"C04.9"	"2014"	"2014"	16	56152333	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Floor of mouth, unspecified - Malignant neoplasms"	"C04.9"	"2015"	"2015"	14	56283891	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Floor of mouth, unspecified - Malignant neoplasms"	"C04.9"	"2016"	"2016"	15	56209510	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Floor of mouth, unspecified - Malignant neoplasms"	"C04.9"	"2017"	"2017"	14	56470581	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Hard palate - Malignant neoplasms"	"C05.0"	"2018"	"2018"	10	56111079	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Soft palate - Malignant neoplasms"	"C05.1"	"2015"	"2015"	14	56283891	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Soft palate - Malignant neoplasms"	"C05.1"	"2017"	"2017"	11	56470581	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Palate, unspecified - Malignant neoplasms"	"C05.9"	"2014"	"2014"	19	56152333	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Palate, unspecified - Malignant neoplasms"	"C05.9"	"2015"	"2015"	17	56283891	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Palate, unspecified - Malignant neoplasms"	"C05.9"	"2016"	"2016"	16	56209510	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Palate, unspecified - Malignant neoplasms"	"C05.9"	"2017"	"2017"	10	56470581	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Cheek mucosa - Malignant neoplasms"	"C06.0"	"2017"	"2017"	16	56470581	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Cheek mucosa - Malignant neoplasms"	"C06.0"	"2018"	"2018"	12	56111079	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Mouth, unspecified - Malignant neoplasms"	"C06.9"	"2014"	"2014"	189	56152333	0.3
	"Census Region 1: Northeast"	"CENS-R1"	"Mouth, unspecified - Malignant neoplasms"	"C06.9"	"2015"	"2015"	205	56283891	0.4
	"Census Region 1: Northeast"	"CENS-R1"	"Mouth, unspecified - Malignant neoplasms"	"C06.9"	"2016"	"2016"	176	56209510	0.3
	"Census Region 1: Northeast"	"CENS-R1"	"Mouth, unspecified - Malignant neoplasms"	"C06.9"	"2017"	"2017"	208	56470581	0.4
	"Census Region 1: Northeast"	"CENS-R1"	"Mouth, unspecified - Malignant neoplasms"	"C06.9"	"2018"	"2018"	194	56111079	0.3
	"Census Region 1: Northeast"	"CENS-R1"	"Malignant neoplasm of parotid gland"	"C07"	"2014"	"2014"	115	56152333	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"Malignant neoplasm of parotid gland"	"C07"	"2015"	"2015"	129	56283891	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"Malignant neoplasm of parotid gland"	"C07"	"2016"	"2016"	117	56209510	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"Malignant neoplasm of parotid gland"	"C07"	"2017"	"2017"	107	56470581	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"Malignant neoplasm of parotid gland"	"C07"	"2018"	"2018"	105	56111079	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"Submandibular gland - Malignant neoplasms"	"C08.0"	"2016"	"2016"	10	56209510	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Major salivary gland, unspecified - Malignant neoplasms"	"C08.9"	"2014"	"2014"	33	56152333	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Major salivary gland, unspecified - Malignant neoplasms"	"C08.9"	"2015"	"2015"	51	56283891	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Major salivary gland, unspecified - Malignant neoplasms"	"C08.9"	"2016"	"2016"	38	56209510	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Major salivary gland, unspecified - Malignant neoplasms"	"C08.9"	"2017"	"2017"	47	56470581	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Major salivary gland, unspecified - Malignant neoplasms"	"C08.9"	"2018"	"2018"	43	56111079	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Tonsil, unspecified - Malignant neoplasms"	"C09.9"	"2014"	"2014"	136	56152333	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"Tonsil, unspecified - Malignant neoplasms"	"C09.9"	"2015"	"2015"	149	56283891	0.3
	"Census Region 1: Northeast"	"CENS-R1"	"Tonsil, unspecified - Malignant neoplasms"	"C09.9"	"2016"	"2016"	169	56209510	0.3
	"Census Region 1: Northeast"	"CENS-R1"	"Tonsil, unspecified - Malignant neoplasms"	"C09.9"	"2017"	"2017"	151	56470581	0.3
	"Census Region 1: Northeast"	"CENS-R1"	"Tonsil, unspecified - Malignant neoplasms"	"C09.9"	"2018"	"2018"	174	56111079	0.3
	"Census Region 1: Northeast"	"CENS-R1"	"Oropharynx, unspecified - Malignant neoplasms"	"C10.9"	"2014"	"2014"	175	56152333	0.3
	"Census Region 1: Northeast"	"CENS-R1"	"Oropharynx, unspecified - Malignant neoplasms"	"C10.9"	"2015"	"2015"	177	56283891	0.3
	"Census Region 1: Northeast"	"CENS-R1"	"Oropharynx, unspecified - Malignant neoplasms"	"C10.9"	"2016"	"2016"	183	56209510	0.3
	"Census Region 1: Northeast"	"CENS-R1"	"Oropharynx, unspecified - Malignant neoplasms"	"C10.9"	"2017"	"2017"	172	56470581	0.3
	"Census Region 1: Northeast"	"CENS-R1"	"Oropharynx, unspecified - Malignant neoplasms"	"C10.9"	"2018"	"2018"	187	56111079	0.3
	"Census Region 1: Northeast"	"CENS-R1"	"Nasopharynx, unspecified - Malignant neoplasms"	"C11.9"	"2014"	"2014"	109	56152333	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"Nasopharynx, unspecified - Malignant neoplasms"	"C11.9"	"2015"	"2015"	139	56283891	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"Nasopharynx, unspecified - Malignant neoplasms"	"C11.9"	"2016"	"2016"	127	56209510	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"Nasopharynx, unspecified - Malignant neoplasms"	"C11.9"	"2017"	"2017"	144	56470581	0.3
	"Census Region 1: Northeast"	"CENS-R1"	"Nasopharynx, unspecified - Malignant neoplasms"	"C11.9"	"2018"	"2018"	129	56111079	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"Malignant neoplasm of pyriform sinus"	"C12"	"2014"	"2014"	11	56152333	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Malignant neoplasm of pyriform sinus"	"C12"	"2015"	"2015"	18	56283891	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Malignant neoplasm of pyriform sinus"	"C12"	"2018"	"2018"	20	56111079	0.0
	"Census Region 1: Northeast"	"CENS-R1"	"Hypopharynx, unspecified - Malignant neoplasms"	"C13.9"	"2014"	"2014"	55	56152333	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Hypopharynx, unspecified - Malignant neoplasms"	"C13.9"	"2015"	"2015"	51	56283891	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Hypopharynx, unspecified - Malignant neoplasms"	"C13.9"	"2016"	"2016"	58	56209510	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Hypopharynx, unspecified - Malignant neoplasms"	"C13.9"	"2017"	"2017"	55	56470581	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Hypopharynx, unspecified - Malignant neoplasms"	"C13.9"	"2018"	"2018"	46	56111079	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Pharynx, unspecified - Malignant neoplasms"	"C14.0"	"2014"	"2014"	211	56152333	0.4
	"Census Region 1: Northeast"	"CENS-R1"	"Pharynx, unspecified - Malignant neoplasms"	"C14.0"	"2015"	"2015"	208	56283891	0.4
	"Census Region 1: Northeast"	"CENS-R1"	"Pharynx, unspecified - Malignant neoplasms"	"C14.0"	"2016"	"2016"	249	56209510	0.4
	"Census Region 1: Northeast"	"CENS-R1"	"Pharynx, unspecified - Malignant neoplasms"	"C14.0"	"2017"	"2017"	219	56470581	0.4
	"Census Region 1: Northeast"	"CENS-R1"	"Pharynx, unspecified - Malignant neoplasms"	"C14.0"	"2018"	"2018"	198	56111079	0.4
	"Census Region 1: Northeast"	"CENS-R1"	"Lower third of oesophagus - Malignant neoplasms"	"C15.5"	"2014"	"2014"	13	56152333	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Lower third of oesophagus - Malignant neoplasms"	"C15.5"	"2015"	"2015"	14	56283891	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Lower third of oesophagus - Malignant neoplasms"	"C15.5"	"2016"	"2016"	19	56209510	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Lower third of oesophagus - Malignant neoplasms"	"C15.5"	"2017"	"2017"	19	56470581	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Lower third of oesophagus - Malignant neoplasms"	"C15.5"	"2018"	"2018"	34	56111079	0.1
